channel_id,long_id,source,pred_Y,new_handle,new_title,new_description,old_handle,old_title,V1,V2,V3,V4,V5,V6,L1,L2,L3,L4,L5,L6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,R1,R2,DB1,DB2,DB3,DB4,DB5,N1,VPD1,VPD2,VPD3,VPD4,VPD5,VPW1,VPW2,VPW3,VPW4,VPW5,VPM1,VPM2,VPM3,VPM4,VPM5,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,pred_T2,pred_T7,pred_T9,pred_T8,pred_T14,pred_T11,pred_T13,pred_T6,pred_T5,pred_T1,pred_T3,pred_T12,pred_T4,pred_T10,unclassified,model,prompt_name,Y,X,S1
UCdb9LUiXmRvolpQH3v_LoPw,UCdb9LUiXmRvolpQH3v_LoPw,socialblade_baseline,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,103,1223,1223,1223,0,1223,2,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,1254,7710
UCDC6jO6bN2rydnw_bTLE68w,UCDC6jO6bN2rydnw_bTLE68w_socialblade_@1stgang-f3_@What-weird,socialblade,1,@What-weird,   What - Shorts,   Get outta here ,@1stgang-f3,The blue and yellow gang,54,1650,339.9722222,345.1006881,160,12239,0,22,4.916666667,5.768758222,3,177,0,14,2.027777778,2.903063516,1,73,2,181,23.94444444,35.24602871,12,4,4,0,22,3.514285714,4.990410973,1,36,1,3,1.384615385,0.571098806,1,1,7,2.4,1.843908891,2,2,12,7.2,3.701351105,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,4749,6220
UCDcD9U4hb1lWGo4Z1egno0g,UCDcD9U4hb1lWGo4Z1egno0g,socialblade_baseline,0,,,,,,78,2612429,47503.42466,313000.6699,1190,3467750,1,8139,170.4383562,1034.829763,5,12442,0,1237,28.28767123,145.6298084,4,2065,37,661,210.2739726,149.3757622,148,17,177,0,286,6.625,33.81617144,0,73,1,10,1.738095238,1.725837002,1,1,18,3.173913043,3.821615245,2,1,20,7.3,6.799509786,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,2939,2800
UCDCLGRe_0m446S4XjVuVaBQ,UCDCLGRe_0m446S4XjVuVaBQ,socialblade_baseline,0,,,,,,569,128019,11182.8,25871.85476,2956,894624,0,2894,233.1625,511.9216575,66,18653,0,120,12.375,21.86458613,5,990,13,390,204.5,64.77497563,206,109,116,0,637,41.59493671,90.36117259,11,80,1,3,1.081081081,0.320819019,1,1,4,1.333333333,0.628872186,1,1,8,2,1.694637091,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,4513,4970
UCDCNmuaOXOo25Yn4mbMHhhQ,UCDCNmuaOXOo25Yn4mbMHhhQ,socialblade_baseline,0,,,,,,1318,214676754,8378460.305,18767319.95,259602,6912229752,15,728978,31677.99152,72152.26508,1587,26134343,0,2723,3.717575758,94.82144177,0,3067,0,42900,3664.483636,5888.539547,1297,145,145,0,291,4.899271845,12.75732175,2,825,1,2,1.035131744,0.184228362,1,1,8,1.923076923,1.773679276,1,1,32,6.395348837,7.24506147,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,2374,16100000
UCdctYD5TyI9BLINjbCVuM9A,UCdctYD5TyI9BLINjbCVuM9A,socialblade_baseline,0,,,,,,29,20472,1252.820144,2495.701491,456,348284,0,1093,30.82374101,84.94615758,8,8569,0,107,2.179856115,8.046123177,0,606,4,1732,156.9928058,205.5794311,93.5,182,183,0,565,19.61732852,52.21615598,6,278,1,17,1.356097561,1.439983793,1,1,18,1.684848485,1.962471254,1,1,22,2.895833333,3.284666663,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,391,4650
UCDD6EOER1WEkxASPM8cNHMg,UCDD6EOER1WEkxASPM8cNHMg,socialblade_baseline,0,,,,,,13637,98762,42114.33333,49058.55854,13944,126343,51,361,165.3333333,170.2537322,84,496,5,25,12,11.26942767,6,36,1441,1443,1441.666667,1.154700538,1441,6,130,72,118,95,32.52691193,95,3,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,OpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,4198,3690
UCdDeajpRvtch79ZEXwlikiA,UCdDeajpRvtch79ZEXwlikiA,socialblade_baseline,0,,,,,,219,79436,2717.219828,7738.563382,999.5,630395,0,369,16.79310345,35.61895921,9,3896,0,61,11.34913793,10.60929916,8.5,2633,36,957,354.0775862,214.382296,318,88,195,0,341,11.04761905,26.93554918,6,232,1,5,1.064220183,0.340106499,1,1,5,1.440993789,0.773342748,1,1,10,3.569230769,2.442905741,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,4412,3810
UCdDkCZx_lD9-K0YK5YYIUag,UCdDkCZx_lD9-K0YK5YYIUag,socialblade_baseline,0,,,,,,0,64491304,749235.114,4443990.385,15027,230015180,0,880604,11010.93485,61934.47201,621,3380357,0,10368,241.6547231,876.9631188,38,74188,0,2186,188.0651466,230.1725461,177,188,190,0,287,18.24836601,38.6294343,6,307,1,10,1.237903226,0.812263568,1,1,17,1.51980198,1.390122927,1,1,20,2.790909091,2.902373134,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,3986,501000
UCDDN19er1agYBYOasUSERVQ,UCDDN19er1agYBYOasUSERVQ_socialblade_@MissTanialoves80_@Matureme-b2y,socialblade,1,@Matureme-b2y,Mature me,Growing into a mature women. Learning how to deal with the every day issues that a mature women would deal with. ,@MissTanialoves80,MissTanialoves80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,1,288,2140
UCdDuMNvsos7gmMgxlZKY-Ng,UCdDuMNvsos7gmMgxlZKY-Ng,socialblade_baseline,0,,,,,,479,10401,2092.72093,2353.548338,1280,89987,9,219,46.30232558,46.42481627,26,1991,0,27,4.906976744,5.397591851,3,211,16,265,170.1395349,50.39774248,169,118,131,0,540,85.61904762,128.477568,19.5,43,1,2,1.023809524,0.15430335,1,1,2,1.194444444,0.401386486,1,1,4,1.653846154,0.797110165,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,4267,2750
UCde6X03V3u5Yi2KWiSWVX2g,UCde6X03V3u5Yi2KWiSWVX2g_socialblade_@decor_school_@manro_wow,socialblade,1,@manro_wow,Анастасия Манро | С эффектом ВАУ ,"Мы вступили в Эпоху проявленности ! 

Время , когда главным активом для человека и бизнеса  является АУДИТОРИЯ. 

При этом , общественное мнение и собственные комплексы мешают нам быть собой, развивать свою аутентичность и привлекать почитателей. 

Мы копируем то что уже есть и теряем за стандартными схемами свою уникальность.

Меня зовут Анастасия Манро , я  специалист по созданию ВАУ эффекта. 

Мои результаты: 
-2 серебряные кнопки Youtube
-100К подписчиков в Нельзяграм 
-Спикер международного уровня 

НЛП тренер , маркетолог, продюсер. 

Здесь делюсь авторскими техниками для создания ВАУ эффекта.  
 Основные темы видео блога: 
-Аутентичность 
-Личный бренд
-Влияние 
-Уверенность в себе 
-Ораторское искусство 

Присоединяйтесь , если готовы открыть себя миру!

Жду вас в ТГ канале: https://t.me/manro_wow
",@decor_school,Школа Уникального Декора | Мастер-классы   ,60,3296604,37525.48701,266380.8416,6220.5,5778925,0,26715,796.7207792,2478.573044,249,122695,0,2096,52.11688312,207.7725613,17,8026,7,5773,615.012987,808.6254454,488.5,142,142,0,551,27.77124183,68.05546275,7,154,1,5,1.069444444,0.385992097,1,1,8,1.412844037,1.011150877,1,1,12,2.333333333,2.228026608,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,3629,130000
UCdEfucm2ETy2upbwEI4YznA,UCdEfucm2ETy2upbwEI4YznA,socialblade_baseline,0,,,,,,0,364391,2616.402827,25363.0561,89,740442,0,3353,17.03180212,203.5070068,0,4820,0,117,0.851590106,7.496043113,0,241,16,3501,295.0070671,364.1849152,181,177,198,0,574,18.78368794,46.93145623,3,283,1,12,1.451282051,1.284898767,1,1,12,1.965277778,1.833690895,1,1,14,3.252873563,2.97359852,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,4147,1350
UCdEnIUVsAZBK9FCDnK8wLlw,UCdEnIUVsAZBK9FCDnK8wLlw,socialblade_baseline,0,,,,,,0,3106618,285370,891758.1609,2698,3424440,0,7146,881.3333333,2127.027689,31,10576,0,209,31.16666667,67.04114521,3.5,374,0,782,205.3333333,213.3483423,147.5,58,154,0,480,159.1818182,150.8918939,156,12,1,2,1.333333333,0.5,1,1,2,1.333333333,0.5,1,1,2,1.333333333,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,2999,4880
UCdf8rknL7qiIRIfCHCy9FUQ,UCdf8rknL7qiIRIfCHCy9FUQ_socialblade_@emptifiedx_@stereorealms,socialblade,1,@stereorealms,Stereo Realms,,@emptifiedx,emptified. - Shorts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,723,36000
UCDFJ4F5SENafZI6lL8OYj8A,UCDFJ4F5SENafZI6lL8OYj8A_socialblade_@UrbanBeauty166_@myuu18,socialblade,1,@myuu18,♥ myuu ♥ - Videos,"Welcome to the land of fun and musical adventure ♥
",@UrbanBeauty166,♥ Urban Beauty ♥ - Videos,16065,996964,506514.5,693600.3346,506514.5,1013029,218,8547,4382.5,5889.492381,4382.5,8765,20,215,117.5,137.8858223,117.5,235,203,299,251,67.88225099,251,19,145,587,587,587,0,587,2,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,1,4508,1320
UCdFR-TcfxqmBWdaU8SBkQLg,UCdFR-TcfxqmBWdaU8SBkQLg_socialblade_@BikiniBottomShenanigans_@SavannaSway,socialblade,1,@SavannaSway,SavannaSway - Shorts,"🐯🐱 Welcome to your go-to channel for cute animals and pet lovers! Enjoy adorable tiger cats, hilarious pet antics, and mesmerizing cat dancing shorts. From striped tigers grooving to playful kittens, our videos are perfect for fans of funny pets, animal reels, and binge-worthy cute shorts. Don’t miss our viral pet videos guaranteed to brighten your day!

#Tiger #Cats #CuteAnimals #CatDancing #PetLovers #AnimalShorts #FunnyPets #DancingAnimals #ViralAnimalVideos #Shorts

Subscribe Here! https://www.youtube.com/@SavannaSway?sub_confirmation=1
",@BikiniBottomShenanigans,BikiniBottomShenanigans - Shorts,44,5861,2002.666667,3341.544902,103,6008,2,392,135,222.6140157,11,405,0,0,0,0,0,0,9,13,11.33333333,2.081665999,12,0,4,0,0,0,0,0,3,1,2,1.5,0.707106781,1.5,3,3,3,0,3,3,3,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,3899,1830
UCDFTh9tfAmjjRBXdCMqgBhg,UCDFTh9tfAmjjRBXdCMqgBhg,socialblade_baseline,0,,,,,,98,145781,9801.298246,21510.58214,2752,1676022,0,460,28.69590643,56.17997273,12,4907,0,62,2.01754386,6.284877915,1,345,16,1351,232.1169591,163.6747431,214,192,194,0,960,34.13529412,96.07245442,1,171,1,18,1.628571429,2.462242344,1,1,23,2.220779221,3.470262301,1,1,47,3.053571429,6.601431368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,5093,5490
UCDFxGzh5tTC0lrtSdqU-SPA,UCDFxGzh5tTC0lrtSdqU-SPA_socialblade_@TOP_DIZZ_@NFT_Podarki,socialblade,1,@NFT_Podarki,NFT Подарки - Shorts,,@TOP_DIZZ,ТВОЙ ДИЗАЙНЕР - Shorts,53,115,84,43.84062043,84,168,0,1,0.5,0.707106781,0.5,1,0,1,0.5,0.707106781,0.5,1,16,23,19.5,4.949747468,19.5,0,2,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,1454,1090
UCdG146OwHqMSUZ1SZeYE_RA,UCdG146OwHqMSUZ1SZeYE_RA_socialblade_@ElizabethSitfordMUA_@GothicOffice,socialblade,1,@GothicOffice,Gothic Office - Videos,"Hey guys, 

Thanks for checking out my channel! I'll be sharing the behind the scenes on running my small businesses, Gothic Office and Cat Outta Hell. I'd love for you to join me on my journey! 

Lizzie x 

Gothic Office creates unique alternative stationery and Cat Outta Hell is the world's only alternative cat toy and accessories shop! 
",@ElizabethSitfordMUA,Elizabeth Sitford - Videos,16,113209,1832.945813,9511.227188,141,372088,0,952,21.40394089,87.61196166,6,4345,0,92,3.837438424,8.692102785,2,779,31,1820,446.8423645,306.182717,398,92,129,0,401,13.44059406,39.54012932,5,203,1,2,1.020100503,0.140698079,1,1,4,1.45,0.649570971,1,1,9,3.5,2.194490709,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,228,1310
UCDGewsaLL4w4z_sOgbevSxA,UCDGewsaLL4w4z_sOgbevSxA_socialblade_@Simplementecriticando_@Complementatusalud,socialblade,1,@Complementatusalud,Complementa Tu Salud - Videos,"En este canal encontraras recomendaciones para tu bienestar, cuidar tu salud y como incrementar tus finanzas de la mejor manera. ayudando a las demás personas a que también logre lo mismo que tu estas logrando gracias a el éxito Fuxion.",@Simplementecriticando,Simplemente Criticando - Videos,2,81,31.66666667,43.01550108,12,95,0,3,1.333333333,1.527525232,1,4,0,2,1,1,1,3,52,709,295,360.3373419,124,1,1,1,30,15.5,20.50609665,15.5,3,1,1,1,0,1,1,2,1.5,0.707106781,1.5,1,2,1.5,0.707106781,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,413,2360
UCdGHTFBtv-GM81OhS5KSWWA,UCdGHTFBtv-GM81OhS5KSWWA,socialblade_baseline,0,,,,,,0,29080796,582322.9171,2478766.812,4097,344152844,0,62245,870.5736041,4980.923623,80,514509,0,2369,44.17597293,195.5538059,6,26108,0,42871,427.8544839,3139.139855,52,122,122,0,1482,5.920338983,62.02241306,0,591,1,42,1.835403727,2.85925093,1,1,46,4.221428571,5.166393698,3,1,54,10.74545455,11.79016882,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,3732,711000
UCdHBXtueAlmmjVM_tM5ZFtg,UCdHBXtueAlmmjVM_tM5ZFtg_socialblade_@GatuchoShorts_@Ratuchu,socialblade,1,@Ratuchu,Ratuchu,,@GatuchoShorts,Gatucho,134,1028676,28018.33333,158218.3879,2268,1176770,2,16052,481.5714286,2464.436839,56,20226,0,100,7.404761905,22.74681379,0.5,311,2,58,20.19047619,12.98636827,18,40,40,0,1133,29.56097561,176.676406,1,42,1,3,1.2,0.472788972,1,1,9,3.230769231,2.948271984,2,2,21,8.4,7.602631123,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,2353,5790
UCDhL8JBSRmeIz1KDZr68vEw,UCDhL8JBSRmeIz1KDZr68vEw_socialblade_@penart5674_@pennpencilab,socialblade,1,@pennpencilab,PenNPencilAB - Videos,discord.gg/wQEWTbfNDX,@penart5674,PenArt - Videos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,4431,1310
UCdiBPcNxoKS-FvvNgr3ncaQ,UCdiBPcNxoKS-FvvNgr3ncaQ,socialblade_baseline,0,,,,,,80,94574,4022.457447,11050.21865,1424.5,378111,1,727,45.24468085,80.56249643,26,4253,0,245,15.11702128,25.8664296,10,1421,6,1162,227.5212766,229.7478154,147,95,177,0,827,30.69892473,103.2102945,1,94,1,5,1.540983607,0.958710427,1,1,8,2.186046512,1.707906181,1,1,23,3.615384615,4.7503846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,2285,2330
UCDIpBVHnnOZKVtwLdc9WA4g,UCDIpBVHnnOZKVtwLdc9WA4g_socialblade_@123456789jmcful_@Bradjahman,socialblade,1,@Bradjahman,Brad'jah Man,,@123456789jmcful,Aviation.Passion - Videos,515,1627,1203,601.1721883,1467,3609,14,22,18.33333333,4.041451884,19,55,1,9,3.666666667,4.618802154,1,11,26,197,85.66666667,96.50043178,34,0,0,0,16,8,11.3137085,8,3,1,2,1.5,0.707106781,1.5,1,2,1.5,0.707106781,1.5,3,3,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,1,1461,1200
UCDIQS42JT0_R_XeQyKm0axg,UCDIQS42JT0_R_XeQyKm0axg,socialblade_baseline,0,,,,,,6,126098,968.1512126,5143.766711,251,678674,0,966,14.94008559,45.0376903,6,10473,0,440,2.278174037,17.27156028,0,1597,5,1596,128.4194009,153.2314062,57,149,149,0,176,6.008571429,13.68122407,2,701,1,7,1.198290598,0.54111486,1,1,10,2.111445783,1.717931471,1,1,31,5.653225806,5.850501132,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,4132,1630
UCdiwLtbWrqbC2Yk4oz_eX0g,UCdiwLtbWrqbC2Yk4oz_eX0g,socialblade_baseline,0,,,,,,56,56,56,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,323,323,323,0,323,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,4805,6100
UCdjTXyTyDIl-dBghkdgobIw,UCdjTXyTyDIl-dBghkdgobIw_socialblade_@aymancloudy_@kayman.content,socialblade,1,@kayman.content,Kayman - Shorts,"Subscribe to Kayman

Email - info@kayman.ca

I create transformative edits of original content designed for educational and entertainment purposes under fair use guidelines. If you believe these edits have infringed your rights, please contact me for video removal before filing a report or copyright claim. These heavily edited videos aim to respect copyright rules while providing a unique, transformative experience. Thank you for understanding!

",@aymancloudy,Ayman Cloudy,1,3,1.5,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,35,61,49,13.95229969,50,0,0,0,0,0,0,0,4,1,1,1,0,1,4,4,4,0,4,4,4,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,2470,2010
UCdjy9ps1mS5ozai__X_jjcw,UCdjy9ps1mS5ozai__X_jjcw,socialblade_baseline,0,,,,,,646,232480,33976,61560.20349,5817,577592,0,596,116.6470588,183.2375307,49,1983,0,166,31.35294118,58.31695849,5,533,53,158,113.1176471,35.17435563,117,119,206,0,603,226.375,193.7262243,223,17,1,3,1.133333333,0.516397779,1,1,3,1.307692308,0.751067616,1,1,3,1.307692308,0.751067616,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,553,3400
UCDK6Dv74Z1UIzjTnqucI1DA,UCDK6Dv74Z1UIzjTnqucI1DA,socialblade_baseline,0,,,,,,440,763434,26841.35294,100116.2751,3580,2281515,1,7703,244.1647059,1021.233554,24,20754,0,601,22.07058824,78.08340904,4,1876,44,450,243.8352941,74.56266892,240,66,200,0,1781,23.5952381,194.3507647,0,85,1,6,2.65625,1.450458771,2,1,15,6.538461538,5.189980485,5,1,31,12.14285714,12.83781616,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,2680,1870
UCDKhzeSmfDqvOMkgFTdQqdw,UCDKhzeSmfDqvOMkgFTdQqdw,socialblade_baseline,0,,,,,,0,47911,4093.033493,5079.885309,2951,1710888,0,621,99.47607656,114.9904204,62.5,41581,0,124,14.00239234,16.88151669,9,5853,0,2272,645.069378,364.0723075,609,202,212,0,1018,14.24940048,56.67807333,4,418,1,3,1.077319588,0.295007609,1,1,8,1.577358491,0.938777717,1,1,20,3.699115044,2.893604264,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,806,12000
UCDKiU0AWMtHSGvisnXvKrKg,UCDKiU0AWMtHSGvisnXvKrKg,socialblade_baseline,0,,,,,,0,3203604,18591.2491,194367.8374,1934,5149776,1,192483,1029.191336,11613.3881,123,285086,0,726,19.20216606,49.71413494,10,5319,0,42897,1815.974729,5453.33211,617,63,64,0,125,6.554347826,13.85249368,2,277,1,10,1.073643411,0.590458422,1,1,10,2.067164179,1.502868241,2,1,22,5.12962963,3.890221395,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,4098,22600
UCDkk2h8MwTgbyw5jtVNCJmQ,UCDkk2h8MwTgbyw5jtVNCJmQ,socialblade_baseline,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,4921,2030
UCDkweW_or0AAvo9Ke-LVPwA,UCDkweW_or0AAvo9Ke-LVPwA_socialblade_@ColdenRaney_@Unlitfilms,socialblade,1,@Unlitfilms,UNLIT FILMS - Live,"Creative stuff for filmmakers and camera nerds. Let’s grow together. 

I will be posting as much as possible. ",@ColdenRaney,Colden Raney ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,948,2830
UCDL3Zbw0z9kBTo2Wo3yxf1Q,UCDL3Zbw0z9kBTo2Wo3yxf1Q_socialblade_@xoxjohanna_@nourishedcamera,socialblade,1,@nourishedcamera,Jo,,@xoxjohanna,Johanna N,7,787,276.4,317.2787418,202,1382,0,14,7.4,6.46529195,10,37,0,6,1.8,2.48997992,1,9,18,520,205.4,251.4633174,28,74,107,0,2201,563,1092.26462,25.5,5,1,3,1.666666667,1.154700538,1,1,3,1.666666667,1.154700538,1,1,3,1.666666667,1.154700538,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,633,2090
